iter	Logloss
504	4.545186638e-05
505	4.545186638e-05
506	4.545186638e-05
507	4.545186638e-05
508	4.545186638e-05
509	4.545186638e-05
510	4.545186638e-05
511	4.545186638e-05
512	4.545186638e-05
513	4.545186638e-05
514	4.545186638e-05
515	4.545186638e-05
516	4.545186638e-05
517	4.545186638e-05
518	4.545186638e-05
519	4.545186638e-05
520	4.545186638e-05
521	4.545186638e-05
522	4.545186638e-05
523	4.545186638e-05
524	4.545186638e-05
525	4.545186638e-05
526	4.545186638e-05
527	4.545186638e-05
528	4.545186638e-05
529	4.545186638e-05
530	4.545186638e-05
531	4.545186638e-05
532	4.545186638e-05
533	4.545186638e-05
534	4.545186638e-05
535	4.545186638e-05
536	4.545186638e-05
537	4.545186638e-05
538	4.545186638e-05
539	4.545186638e-05
540	4.545186638e-05
541	4.545186638e-05
542	4.545186638e-05
543	4.545186638e-05
544	4.545186638e-05
545	4.545186638e-05
546	4.545186638e-05
547	4.545186638e-05
548	4.545186638e-05
549	4.545186638e-05
550	4.545186638e-05
551	4.545186638e-05
552	4.545186638e-05
553	4.545186638e-05
554	4.545186638e-05
555	4.545186638e-05
556	4.545186638e-05
557	4.545186638e-05
558	4.545186638e-05
559	4.545186638e-05
560	4.545186638e-05
561	4.545186638e-05
562	4.545186638e-05
563	4.545186638e-05
564	4.545186638e-05
565	4.545186638e-05
566	4.545186638e-05
567	4.545186638e-05
568	4.545186638e-05
569	4.545186638e-05
570	4.545186638e-05
571	4.545186638e-05
572	4.545186638e-05
573	4.545186638e-05
574	4.545186638e-05
575	4.545186638e-05
576	4.545186638e-05
577	4.545186638e-05
578	4.545186638e-05
579	4.545186638e-05
580	4.545186638e-05
581	4.545186638e-05
582	4.545186638e-05
583	4.545186638e-05
584	4.545186638e-05
585	4.545186638e-05
586	4.545186638e-05
587	4.545186638e-05
588	4.545186638e-05
589	4.545186638e-05
590	4.545186638e-05
591	4.545186638e-05
592	4.545186638e-05
593	4.545186638e-05
594	4.545186638e-05
595	4.545186638e-05
596	4.545186638e-05
597	4.545186638e-05
598	4.545186638e-05
599	4.545186638e-05
600	4.545186638e-05
601	4.545186638e-05
602	4.545186638e-05
603	4.545186638e-05
604	4.545186638e-05
605	4.545186638e-05
606	4.545186638e-05
607	4.545186638e-05
608	4.545186638e-05
609	4.545186638e-05
610	4.545186638e-05
611	4.545186638e-05
612	4.545186638e-05
613	4.545186638e-05
614	4.545186638e-05
615	4.545186638e-05
616	4.545186638e-05
617	4.545186638e-05
618	4.545186638e-05
619	4.545186638e-05
620	4.545186638e-05
621	4.545186638e-05
622	4.545186638e-05
623	4.545186638e-05
624	4.545186638e-05
625	4.545186638e-05
626	4.545186638e-05
627	4.545186638e-05
628	4.545186638e-05
629	4.545186638e-05
630	4.545186638e-05
631	4.545186638e-05
632	4.545186638e-05
633	4.545186638e-05
634	4.545186638e-05
635	4.545186638e-05
636	4.545186638e-05
637	4.545186638e-05
638	4.545186638e-05
639	4.545186638e-05
640	4.545186638e-05
641	4.545186638e-05
642	4.545186638e-05
643	4.545186638e-05
644	4.545186638e-05
645	4.545186638e-05
646	4.545186638e-05
647	4.545186638e-05
648	4.545186638e-05
649	4.545186638e-05
650	4.545186638e-05
651	4.545186638e-05
652	4.545186638e-05
653	4.545186638e-05
654	4.545186638e-05
655	4.545186638e-05
656	4.545186638e-05
657	4.545186638e-05
658	4.545186638e-05
659	4.545186638e-05
660	4.545186638e-05
661	4.545186638e-05
662	4.545186638e-05
663	4.545186638e-05
664	4.545186638e-05
665	4.545186638e-05
666	4.545186638e-05
667	4.545186638e-05
668	4.545186638e-05
669	4.545186638e-05
670	4.545186638e-05
671	4.545186638e-05
672	4.545186638e-05
673	4.545186638e-05
674	4.545186638e-05
675	4.545186638e-05
676	4.545186638e-05
677	4.545186638e-05
678	4.545186638e-05
679	4.545186638e-05
680	4.545186638e-05
681	4.545186638e-05
682	4.545186638e-05
683	4.545186638e-05
684	4.545186638e-05
685	4.545186638e-05
686	4.545186638e-05
687	4.545186638e-05
688	4.545186638e-05
689	4.545186638e-05
690	4.545186638e-05
691	4.545186638e-05
692	4.545186638e-05
693	4.545186638e-05
694	4.545186638e-05
695	4.545186638e-05
696	4.545186638e-05
697	4.545186638e-05
698	4.545186638e-05
699	4.545186638e-05
700	4.545186638e-05
701	4.545186638e-05
702	4.545186638e-05
703	4.545186638e-05
704	4.545186638e-05
705	4.545186638e-05
706	4.545186638e-05
707	4.545186638e-05
708	4.545186638e-05
709	4.545186638e-05
710	4.545186638e-05
711	4.545186638e-05
712	4.545186638e-05
713	4.545186638e-05
714	4.545186638e-05
715	4.545186638e-05
716	4.545186638e-05
717	4.545186638e-05
718	4.545186638e-05
719	4.545186638e-05
720	4.545186638e-05
721	4.545186638e-05
722	4.545186638e-05
723	4.545186638e-05
724	4.545186638e-05
725	4.545186638e-05
726	4.545186638e-05
727	4.545186638e-05
728	4.545186638e-05
729	4.545186638e-05
730	4.545186638e-05
731	4.545186638e-05
732	4.545186638e-05
733	4.545186638e-05
734	4.545186638e-05
735	4.545186638e-05
736	4.545186638e-05
737	4.545186638e-05
738	4.545186638e-05
739	4.545186638e-05
740	4.545186638e-05
741	4.545186638e-05
742	4.545186638e-05
743	4.545186638e-05
744	4.545186638e-05
745	4.545186638e-05
746	4.545186638e-05
747	4.545186638e-05
748	4.545186638e-05
749	4.545186638e-05
750	4.545186638e-05
751	4.545186638e-05
752	4.545186638e-05
753	4.545186638e-05
754	4.545186638e-05
755	4.545186638e-05
756	4.545186638e-05
757	4.545186638e-05
758	4.545186638e-05
759	4.545186638e-05
760	4.545186638e-05
761	4.545186638e-05
762	4.545186638e-05
763	4.545186638e-05
764	4.545186638e-05
765	4.545186638e-05
766	4.545186638e-05
767	4.545186638e-05
768	4.545186638e-05
769	4.545186638e-05
770	4.545186638e-05
771	4.545186638e-05
772	4.545186638e-05
773	4.545186638e-05
774	4.545186638e-05
775	4.545186638e-05
776	4.545186638e-05
777	4.545186638e-05
778	4.545186638e-05
779	4.545186638e-05
780	4.545186638e-05
781	4.545186638e-05
782	4.545186638e-05
783	4.545186638e-05
784	4.545186638e-05
785	4.545186638e-05
786	4.545186638e-05
787	4.545186638e-05
788	4.545186638e-05
789	4.545186638e-05
790	4.545186638e-05
791	4.545186638e-05
792	4.545186638e-05
793	4.545186638e-05
794	4.545186638e-05
795	4.545186638e-05
796	4.545186638e-05
797	4.545186638e-05
798	4.545186638e-05
799	4.545186638e-05
800	4.545186638e-05
801	4.545186638e-05
802	4.545186638e-05
803	4.545186638e-05
804	4.545186638e-05
805	4.545186638e-05
806	4.545186638e-05
807	4.545186638e-05
808	4.545186638e-05
809	4.545186638e-05
810	4.545186638e-05
811	4.545186638e-05
812	4.545186638e-05
813	4.545186638e-05
814	4.545186638e-05
815	4.545186638e-05
816	4.545186638e-05
817	4.545186638e-05
818	4.545186638e-05
819	4.545186638e-05
820	4.545186638e-05
821	4.545186638e-05
822	4.545186638e-05
823	4.545186638e-05
824	4.545186638e-05
825	4.545186638e-05
826	4.545186638e-05
827	4.545186638e-05
828	4.545186638e-05
829	4.545186638e-05
830	4.545186638e-05
831	4.545186638e-05
832	4.545186638e-05
833	4.545186638e-05
834	4.545186638e-05
835	4.545186638e-05
836	4.545186638e-05
837	4.545186638e-05
838	4.545186638e-05
839	4.545186638e-05
840	4.545186638e-05
841	4.545186638e-05
842	4.545186638e-05
843	4.545186638e-05
844	4.545186638e-05
845	4.545186638e-05
846	4.545186638e-05
847	4.545186638e-05
848	4.545186638e-05
849	4.545186638e-05
850	4.545186638e-05
851	4.545186638e-05
852	4.545186638e-05
853	4.545186638e-05
854	4.545186638e-05
855	4.545186638e-05
856	4.545186638e-05
857	4.545186638e-05
858	4.545186638e-05
859	4.545186638e-05
860	4.545186638e-05
861	4.545186638e-05
862	4.545186638e-05
863	4.545186638e-05
864	4.545186638e-05
865	4.545186638e-05
866	4.545186638e-05
867	4.545186638e-05
868	4.545186638e-05
869	4.545186638e-05
870	4.545186638e-05
871	4.545186638e-05
872	4.545186638e-05
873	4.545186638e-05
874	4.545186638e-05
875	4.545186638e-05
876	4.545186638e-05
877	4.545186638e-05
878	4.545186638e-05
879	4.545186638e-05
880	4.545186638e-05
881	4.545186638e-05
882	4.545186638e-05
883	4.545186638e-05
884	4.545186638e-05
885	4.545186638e-05
886	4.545186638e-05
887	4.545186638e-05
888	4.545186638e-05
889	4.545186638e-05
890	4.545186638e-05
891	4.545186638e-05
892	4.545186638e-05
893	4.545186638e-05
894	4.545186638e-05
895	4.545186638e-05
896	4.545186638e-05
897	4.545186638e-05
898	4.545186638e-05
899	4.545186638e-05
900	4.545186638e-05
901	4.545186638e-05
902	4.545186638e-05
903	4.545186638e-05
904	4.545186638e-05
905	4.545186638e-05
906	4.545186638e-05
907	4.545186638e-05
908	4.545186638e-05
909	4.545186638e-05
910	4.545186638e-05
911	4.545186638e-05
912	4.545186638e-05
913	4.545186638e-05
914	4.545186638e-05
915	4.545186638e-05
916	4.545186638e-05
917	4.545186638e-05
918	4.545186638e-05
919	4.545186638e-05
920	4.545186638e-05
921	4.545186638e-05
922	4.545186638e-05
923	4.545186638e-05
924	4.545186638e-05
925	4.545186638e-05
926	4.545186638e-05
927	4.545186638e-05
928	4.545186638e-05
929	4.545186638e-05
930	4.545186638e-05
931	4.545186638e-05
932	4.545186638e-05
933	4.545186638e-05
934	4.545186638e-05
935	4.545186638e-05
936	4.545186638e-05
937	4.545186638e-05
938	4.545186638e-05
939	4.545186638e-05
940	4.545186638e-05
941	4.545186638e-05
942	4.545186638e-05
943	4.545186638e-05
944	4.545186638e-05
945	4.545186638e-05
946	4.545186638e-05
947	4.545186638e-05
948	4.545186638e-05
949	4.545186638e-05
950	4.545186638e-05
951	4.545186638e-05
952	4.545186638e-05
953	4.545186638e-05
954	4.545186638e-05
955	4.545186638e-05
956	4.545186638e-05
957	4.545186638e-05
958	4.545186638e-05
959	4.545186638e-05
960	4.545186638e-05
961	4.545186638e-05
962	4.545186638e-05
963	4.545186638e-05
964	4.545186638e-05
965	4.545186638e-05
966	4.545186638e-05
967	4.545186638e-05
968	4.545186638e-05
969	4.545186638e-05
970	4.545186638e-05
971	4.545186638e-05
972	4.545186638e-05
973	4.545186638e-05
974	4.545186638e-05
975	4.545186638e-05
976	4.545186638e-05
977	4.545186638e-05
978	4.545186638e-05
979	4.545186638e-05
980	4.545186638e-05
981	4.545186638e-05
982	4.545186638e-05
983	4.545186638e-05
984	4.545186638e-05
985	4.545186638e-05
986	4.545186638e-05
987	4.545186638e-05
988	4.545186638e-05
989	4.545186638e-05
990	4.545186638e-05
991	4.545186638e-05
992	4.545186638e-05
993	4.545186638e-05
994	4.545186638e-05
995	4.545186638e-05
996	4.545186638e-05
997	4.545186638e-05
998	4.545186638e-05
999	4.545186638e-05
